experiment,num of users,trace length,max location in trace,max location allowed,Clusters,GLRP,MP,ALRP,VF,User,avg_gen_loss,avg_dist_loss,avg_surge_loss,seed_std,avg_fake_std
sltg_exp1,20,40,40,40,5,025,05,075,4,8,28555.79166666666,93530.5,16.400000000000002,2.8722813232690143,39.383795637216338
sltg_exp1,20,40,40,40,5,025,05,075,4,9,32030.704166666663,99400.16666666667,19.133333333333333,1.2951833846988619,39.853633370518963
sltg_exp1,20,40,40,40,5,025,05,075,4,10,35053.02916666666,114839.5,21.375,9.9235830222757748,46.85730581458332
sltg_exp1,20,40,40,40,5,025,05,075,4,11,38860.87499999999,115682.0,23.8,0.0,47.675915323310022
sltg_exp1,20,40,40,40,5,025,05,075,4,12,41749.17083333333,143126.16666666666,25.76666666666667,11.543396380615196,57.255517583111811
sltg_exp1,20,40,40,40,5,025,05,075,4,13,45500.962499999994,151129.33333333334,27.783333333333346,8.8198639445288496,59.271737889810105
sltg_exp1,20,40,40,40,5,025,05,075,4,14,48428.70416666667,181737.66666666666,29.450000000000017,11.543396380615196,67.481220007810677
sltg_exp1,20,40,40,40,5,025,05,075,4,15,51323.400000000016,212891.66666666666,31.700000000000014,8.0925892024740751,77.57431038765769
sltg_exp1,20,40,40,40,5,025,05,075,4,16,54988.03333333335,227988.83333333334,34.20000000000001,9.0716247166645942,80.974078632865144
sltg_exp1,20,40,40,40,5,025,05,075,4,17,58211.358333333344,235829.66666666666,36.77500000000001,9.5686989711245474,84.871993468908073
sltg_exp1,20,40,40,40,5,025,05,075,4,18,61934.22500000001,237448.0,39.475000000000016,0.0,87.271993468908079
sltg_exp1,20,40,40,40,5,025,05,075,4,19,65290.20833333334,251775.33333333334,41.725000000000016,2.654712790491657,88.353069378844964
sltg_exp1,20,40,40,40,5,025,05,075,4,20,68803.89583333333,269193.1666666667,43.600000000000016,2.8722813232690143,96.829827248706735
sltg_exp1,20,40,40,40,5,05,05,05,4,1,1996.4333333333332,13051.0,1.9749999999999999,1.2599603168354152,3.8744486668238793
sltg_exp1,20,40,40,40,5,05,05,05,4,2,5143.75,38832.5,3.9500000000000006,11.543396380615196,14.429782473259687
sltg_exp1,20,40,40,40,5,05,05,05,4,3,8513.029166666667,55917.5,5.875,2.8722813232690143,21.862073599304882
sltg_exp1,20,40,40,40,5,05,05,05,4,4,12542.533333333333,63539.666666666664,8.166666666666666,1.2951833846988619,24.142559025039706
sltg_exp1,20,40,40,40,5,05,05,05,4,5,15992.574999999997,72653.66666666667,10.383333333333331,10.125432089545612,26.190416387632805
sltg_exp1,20,40,40,40,5,05,05,05,4,6,20121.541666666664,73821.0,12.716666666666667,0.0,27.900790220784092
sltg_exp1,20,40,40,40,5,05,05,05,4,7,22777.316666666666,83534.0,14.891666666666666,1.2599603168354152,30.570539379256939
sltg_exp1,20,40,40,40,5,05,05,05,4,8,26807.37916666667,101160.33333333333,16.48333333333333,2.8722813232690143,40.643316291965789
sltg_exp1,20,40,40,40,5,05,05,05,4,9,29687.3875,110278.0,19.183333333333334,1.2951833846988619,45.783839852957847
sltg_exp1,20,40,40,40,5,05,05,05,4,10,32691.458333333332,128526.83333333333,21.224999999999998,9.9235830222757748,52.816333198361299
sltg_exp1,20,40,40,40,5,05,05,05,4,11,36375.48333333334,131135.5,23.691666666666663,0.0,56.928866545395266
sltg_exp1,20,40,40,40,5,05,05,05,4,12,39517.495833333334,160034.66666666666,25.95833333333333,11.543396380615196,68.051290816775847
sltg_exp1,20,40,40,40,5,05,05,05,4,13,44490.04583333334,174043.0,27.91666666666666,8.8198639445288496,70.232662744768888
sltg_exp1,20,40,40,40,5,05,05,05,4,14,47909.11666666667,200047.0,29.73333333333333,11.543396380615196,79.901810419148475
sltg_exp1,20,40,40,40,5,05,05,05,4,15,50870.720833333326,225574.66666666666,31.88333333333333,8.0925892024740751,91.53383966856417
sltg_exp1,20,40,40,40,5,05,05,05,4,16,54624.18333333333,241170.0,34.09166666666666,9.0716247166645942,94.689052442653804
sltg_exp1,20,40,40,40,5,05,05,05,4,17,58201.987499999996,248133.66666666666,36.55833333333332,9.5686989711245474,97.078428643983344
sltg_exp1,20,40,40,40,5,05,05,05,4,18,61584.82083333333,248133.66666666666,39.37499999999999,0.0,97.078428643983344
sltg_exp1,20,40,40,40,5,05,05,05,4,19,64753.40833333333,258895.0,41.725,2.654712790491657,99.252645953813882
sltg_exp1,20,40,40,40,5,05,05,05,4,20,68076.93333333333,273875.5,43.49999999999999,2.8722813232690143,107.81780064517939
sltg_exp1,20,40,40,40,5,075,05,025,4,1,4224.404166666666,9178.0,2.266666666666666,1.2599603168354152,2.6329631799257527
sltg_exp1,20,40,40,40,5,075,05,025,4,2,7557.308333333334,47956.0,4.441666666666666,11.543396380615196,15.108176365871065
sltg_exp1,20,40,40,40,5,075,05,025,4,3,10341.987500000003,70687.33333333333,6.883333333333333,2.8722813232690143,23.58658023983125
sltg_exp1,20,40,40,40,5,075,05,025,4,4,14883.975000000004,76454.0,9.158333333333331,1.2951833846988619,25.316575370017503
sltg_exp1,20,40,40,40,5,075,05,025,4,5,18066.500000000004,93782.5,11.85,10.125432089545612,27.371463035112708
sltg_exp1,20,40,40,40,5,075,05,025,4,6,22633.945833333335,95517.66666666667,14.200000000000003,0.0,29.15404970844288
sltg_exp1,20,40,40,40,5,075,05,025,4,7,25746.1125,107751.0,16.600000000000005,1.2599603168354152,30.520412483476012
sltg_exp1,20,40,40,40,5,075,05,025,4,8,29301.658333333336,129658.83333333333,18.26666666666667,2.8722813232690143,41.132711735547829
sltg_exp1,20,40,40,40,5,075,05,025,4,9,33014.49166666666,134289.33333333334,20.95,1.2951833846988619,42.738782777930091
sltg_exp1,20,40,40,40,5,075,05,025,4,10,36241.32916666667,150495.33333333334,22.816666666666666,9.9235830222757748,50.834956170451044
sltg_exp1,20,40,40,40,5,075,05,025,4,11,39522.995833333334,150495.33333333334,25.408333333333335,0.0,50.834956170451044
sltg_exp1,20,40,40,40,5,075,05,025,4,12,42564.56250000001,181609.0,27.61666666666667,11.543396380615196,63.086318703056008
sltg_exp1,20,40,40,40,5,075,05,025,4,13,45823.01666666667,189206.16666666666,29.850000000000005,8.8198639445288496,66.191117237006296
sltg_exp1,20,40,40,40,5,075,05,025,4,14,49130.225000000006,217482.33333333334,31.75833333333334,11.543396380615196,79.167108820554077
sltg_exp1,20,40,40,40,5,075,05,025,4,15,51737.804166666676,252158.16666666666,33.76666666666667,8.0925892024740751,89.240752039675201
sltg_exp1,20,40,40,40,5,075,05,025,4,16,54449.716666666674,263360.8333333333,36.38333333333335,9.0716247166645942,92.540266677964368
sltg_exp1,20,40,40,40,5,075,05,025,4,17,57395.100000000006,268009.8333333333,39.10833333333334,9.5686989711245474,93.566849078881731
sltg_exp1,20,40,40,40,5,075,05,025,4,18,60798.600000000006,268009.8333333333,41.57500000000001,0.0,93.566849078881731
sltg_exp1,20,40,40,40,5,075,05,025,4,19,64091.50000000001,282917.0,44.15000000000001,2.654712790491657,94.815649060433387
sltg_exp1,20,40,40,40,5,075,05,025,4,20,67254.13333333335,298756.1666666667,46.10000000000002,2.8722813232690143,105.26653293899142
sltg_exp1,20,40,40,40,5,0,05,1,4,1,4251.845833333333,8450.166666666666,2.0749999999999997,1.2599603168354152,3.3974401947357742
sltg_exp1,20,40,40,40,5,0,05,1,4,2,7586.6375,40946.166666666664,3.966666666666667,11.543396380615196,15.353518199679888
sltg_exp1,20,40,40,40,5,0,05,1,4,3,11000.2125,60748.833333333336,5.858333333333334,2.8722813232690143,25.953237864737233
sltg_exp1,20,40,40,40,5,0,05,1,4,4,15077.841666666662,64092.5,8.066666666666666,1.2951833846988619,27.508248673515698
sltg_exp1,20,40,40,40,5,0,05,1,4,5,18390.404166666664,70797.66666666667,10.125000000000002,10.125432089545612,30.266101238399994
sltg_exp1,20,40,40,40,5,0,05,1,4,6,21871.07083333333,70797.66666666667,12.550000000000004,0.0,30.266101238399994
sltg_exp1,20,40,40,40,5,0,05,1,4,7,25808.324999999997,85296.5,15.016666666666671,1.2599603168354152,31.001430788837066
sltg_exp1,20,40,40,40,5,0,05,1,4,8,29966.087499999998,106546.33333333333,16.291666666666668,2.8722813232690143,42.084949094647584
sltg_exp1,20,40,40,40,5,0,05,1,4,9,33577.63333333333,113302.5,19.150000000000002,1.2951833846988619,42.91134674896557
sltg_exp1,20,40,40,40,5,0,05,1,4,10,36634.65416666667,135436.5,21.5,9.9235830222757748,50.112802745159762
sltg_exp1,20,40,40,40,5,0,05,1,4,11,40568.9875,135436.5,23.858333333333334,0.0,50.112802745159762
sltg_exp1,20,40,40,40,5,0,05,1,4,12,43775.28333333333,168613.33333333334,25.724999999999994,11.543396380615196,61.917955225465306
sltg_exp1,20,40,40,40,5,0,05,1,4,13,48228.18750000001,181090.83333333334,27.85833333333333,8.8198639445288496,64.31314708240852
sltg_exp1,20,40,40,40,5,0,05,1,4,14,51392.012500000004,210746.83333333334,29.600000000000005,11.543396380615196,76.101934725168022
sltg_exp1,20,40,40,40,5,0,05,1,4,15,53957.66666666668,242152.0,31.700000000000003,8.0925892024740751,86.22877058984632
sltg_exp1,20,40,40,40,5,0,05,1,4,16,57248.63333333334,252394.0,34.00833333333334,9.0716247166645942,88.692517051592503
sltg_exp1,20,40,40,40,5,0,05,1,4,17,60266.516666666685,259278.0,36.35000000000001,9.5686989711245474,92.905452351280474
sltg_exp1,20,40,40,40,5,0,05,1,4,18,63800.266666666685,260335.33333333334,39.341666666666676,0.0,93.071283590798245
sltg_exp1,20,40,40,40,5,0,05,1,4,19,67153.26666666669,269758.1666666667,41.60833333333335,2.654712790491657,94.436455264311277
sltg_exp1,20,40,40,40,5,0,05,1,4,20,70763.60833333335,284617.1666666667,43.39166666666667,2.8722813232690143,99.498648722462804
sltg_exp1,20,40,40,40,5,1,05,0,4,1,3351.1666666666665,8432.333333333334,2.7083333333333335,1.2599603168354152,2.7221315786728866
sltg_exp1,20,40,40,40,5,1,05,0,4,2,5946.029166666666,37449.833333333336,5.95,11.543396380615196,15.553934067836934
sltg_exp1,20,40,40,40,5,1,05,0,4,3,6596.816666666666,51563.333333333336,9.158333333333333,2.8722813232690143,18.260215235885564
sltg_exp1,20,40,40,40,5,1,05,0,4,4,11216.704166666665,56322.0,11.566666666666668,1.2951833846988619,19.503106203191312
sltg_exp1,20,40,40,40,5,1,05,0,4,5,14075.241666666667,65463.166666666664,14.475000000000001,10.125432089545612,20.33230622399585
sltg_exp1,20,40,40,40,5,1,05,0,4,6,18032.2375,66945.66666666667,16.983333333333338,0.0,21.655724869923414
sltg_exp1,20,40,40,40,5,1,05,0,4,7,21183.304166666665,76343.33333333333,19.59166666666667,1.2599603168354152,23.200854467225991
sltg_exp1,20,40,40,40,5,1,05,0,4,8,23391.59166666666,99540.0,21.483333333333338,2.8722813232690143,35.028763240531269
sltg_exp1,20,40,40,40,5,1,05,0,4,9,26449.52916666666,107653.66666666667,24.425,1.2951833846988619,36.626499023966325
sltg_exp1,20,40,40,40,5,1,05,0,4,10,29869.52083333333,127235.16666666667,26.624999999999996,9.9235830222757748,44.591750887305984
sltg_exp1,20,40,40,40,5,1,05,0,4,11,32556.454166666663,128764.16666666667,29.20833333333333,0.0,47.448297699221094
sltg_exp1,20,40,40,40,5,1,05,0,4,12,35197.879166666666,159984.83333333334,32.416666666666664,11.543396380615196,60.156466745793857
sltg_exp1,20,40,40,40,5,1,05,0,4,13,39570.604166666664,168974.16666666666,34.55,8.8198639445288496,62.501530827924945
sltg_exp1,20,40,40,40,5,1,05,0,4,14,42202.416666666664,197818.16666666666,37.55833333333333,11.543396380615196,73.931022596906317
sltg_exp1,20,40,40,40,5,1,05,0,4,15,44755.520833333336,227265.16666666666,39.76666666666666,8.0925892024740751,83.888597754117612
sltg_exp1,20,40,40,40,5,1,05,0,4,16,48590.40833333333,240092.16666666666,42.44166666666667,9.0716247166645942,85.745696223510251
sltg_exp1,20,40,40,40,5,1,05,0,4,17,51439.53333333333,244181.33333333334,45.300000000000004,9.5686989711245474,86.684611175916089
sltg_exp1,20,40,40,40,5,1,05,0,4,18,53129.37916666667,245562.5,48.05833333333334,0.0,87.505581335423543
sltg_exp1,20,40,40,40,5,1,05,0,4,19,55728.92083333334,257042.33333333334,50.666666666666664,2.654712790491657,89.619020143355996
sltg_exp1,20,40,40,40,5,1,05,0,4,20,58038.60833333334,269353.1666666667,53.041666666666664,2.8722813232690143,98.124555435689714
sltg_exp1,5,84,225,250,30,025,05,075,4,1,935.5809108584772,33783.16128208013,4.866666666666666,7.3444083810147838,11.905984337728837
sltg_exp1,5,84,225,250,30,025,05,075,4,2,2354.7625208946706,157069.77216202463,25.03333333333333,0.51987156097376297,29.578696072422517
sltg_exp1,5,84,225,250,30,025,05,075,4,3,3456.8378404424243,221156.58897712632,30.099999999999994,8.8506120315678363,46.624698734419326
sltg_exp1,5,84,225,250,30,025,05,075,4,4,4722.505373606692,293871.0083118835,38.46666666666666,6.4094512838180782,65.51796594437603
sltg_exp1,5,84,225,250,30,025,05,075,4,5,5145.476856976942,299621.31564713275,42.96666666666666,8.4835692200876238,74.11187642342901
sltg_exp1,5,84,225,250,30,05,05,05,4,1,923.2172461988562,41513.40444806036,8.166666666666666,7.3444083810147838,17.244600088365033
sltg_exp1,5,84,225,250,30,05,05,05,4,2,2402.729490448512,168601.4122781887,27.633333333333336,0.51987156097376297,34.538119162670533
sltg_exp1,5,84,225,250,30,05,05,05,4,3,3352.251667006949,218078.7637663966,34.50000000000001,8.8506120315678363,50.409244378356902
sltg_exp1,5,84,225,250,30,05,05,05,4,4,4351.285439260313,314862.5738500758,44.5,6.4094512838180782,75.933038348737639
sltg_exp1,5,84,225,250,30,05,05,05,4,5,5089.9626632045965,355172.62303722586,49.06666666666666,8.4835692200876238,91.660698765928018
sltg_exp1,5,84,225,250,30,075,05,025,4,1,620.070636808989,27133.1086325081,10.666666666666666,7.3444083810147838,11.490836838284244
sltg_exp1,5,84,225,250,30,075,05,025,4,2,884.4515683128097,70288.21151969374,36.199999999999996,0.51987156097376297,18.90463909614656
sltg_exp1,5,84,225,250,30,075,05,025,4,3,1631.3733608829118,101648.91484848293,46.166666666666664,8.8506120315678363,31.452317594695398
sltg_exp1,5,84,225,250,30,075,05,025,4,4,2195.6502288945144,134688.11059363096,56.26666666666667,6.4094512838180782,45.13824290443182
sltg_exp1,5,84,225,250,30,075,05,025,4,5,2565.9588749684244,141739.2122992334,62.73333333333333,8.4835692200876238,50.935375741940497
sltg_exp1,5,84,225,250,30,0,05,1,4,1,581.5350506987717,4300.335896537922,5.5,7.3444083810147838,3.4616493614757773
sltg_exp1,5,84,225,250,30,0,05,1,4,2,845.5122819844324,53219.17057511729,33.333333333333336,0.51987156097376297,7.4476086402890944
sltg_exp1,5,84,225,250,30,0,05,1,4,3,1484.4703772622643,61086.65382198293,37.699999999999996,8.8506120315678363,12.983711927513545
sltg_exp1,5,84,225,250,30,0,05,1,4,4,2133.8973187089573,87535.69890921212,45.73333333333333,6.4094512838180782,22.127210439592474
sltg_exp1,5,84,225,250,30,0,05,1,4,5,2498.194420480584,91634.94343516951,48.76666666666667,8.4835692200876238,28.141527360985908
sltg_exp1,5,84,225,250,30,1,05,0,4,1,441.8421925062784,40610.33709891496,18.1,7.3444083810147838,9.5657944129837791
sltg_exp1,5,84,225,250,30,1,05,0,4,2,494.64384322590104,54180.442045207594,38.6,0.51987156097376297,14.327277037124041
sltg_exp1,5,84,225,250,30,1,05,0,4,3,829.4584398455617,109716.77605970272,62.79999999999999,8.8506120315678363,26.412165812613154
sltg_exp1,5,84,225,250,30,1,05,0,4,4,1176.1497879197614,173970.72434361602,89.09999999999998,6.4094512838180782,33.85241357426974
sltg_exp1,5,84,225,250,30,1,05,0,4,5,1414.9066547346674,193959.63847615264,104.56666666666666,8.4835692200876238,40.894546833158529
